-0.00418172,3.72E-10
-0.00834242,6.49E-13
-0.0124822,3.73E-10
-0.0166012,1.29E-12
-0.0206995,3.73E-10
-0.0247772,1.93E-12
-0.0288344,3.74E-10
-0.0328712,2.56E-12
-0.0368877,3.75E-10
-0.0408841,3.18E-12
-0.0448604,3.75E-10
-0.0488167,3.80E-12
-0.0527531,3.76E-10
-0.0566697,4.41E-12
-0.0605666,3.76E-10
-0.064444,5.02E-12
-0.0683019,3.77E-10
-0.0721404,5.62E-12
-0.0759596,3.78E-10
-0.0797596,6.21E-12
-0.0835405,3.78E-10
-0.0873024,6.80E-12
-0.0910454,3.79E-10
-0.0947696,7.38E-12
-0.0984751,3.79E-10
-0.102162,7.95E-12
-0.10583,3.80E-10
-0.10948,8.52E-12
-0.113112,3.81E-10
-0.116725,9.09E-12
-0.12032,3.81E-10
-0.123897,9.65E-12
-0.127456,3.82E-10
-0.130998,1.02E-11
-0.134521,3.82E-10
-0.138027,1.07E-11
-0.141515,3.83E-10
-0.144986,1.13E-11
-0.148439,3.83E-10
-0.151874,1.18E-11
-0.155293,3.84E-10
-0.158694,1.24E-11
-0.162079,3.84E-10
-0.165446,1.29E-11
-0.168796,3.85E-10
-0.17213,1.34E-11
-0.175446,3.85E-10
-0.178746,1.39E-11
-0.18203,3.86E-10
-0.185297,1.44E-11
-0.188548,3.86E-10
-0.191782,1.49E-11
-0.195,3.87E-10
-0.198202,1.54E-11
-0.201387,3.87E-10
-0.204557,1.59E-11
-0.207711,3.88E-10
-0.210849,1.64E-11
-0.213971,3.88E-10
-0.217077,1.69E-11
-0.220168,3.89E-10
-0.223244,1.74E-11
-0.226304,3.89E-10
-0.229348,1.79E-11
-0.232377,3.90E-10
-0.235391,1.83E-11
-0.23839,3.90E-10
-0.241374,1.88E-11
-0.244343,3.91E-10
-0.247297,1.93E-11
-0.250236,3.91E-10
-0.25316,1.97E-11
-0.256069,3.92E-10
-0.258964,2.02E-11
-0.261845,3.92E-10
-0.264711,2.06E-11
-0.267562,3.93E-10
-0.270399,2.11E-11
-0.273222,3.93E-10
-0.276031,2.15E-11
-0.278826,3.93E-10
-0.281606,2.19E-11
-0.284373,3.94E-10
-0.287125,2.24E-11
-0.289864,3.94E-10
-0.292589,2.28E-11
-0.295301,3.95E-10
-0.297999,2.32E-11
-0.300683,3.95E-10
-0.303354,2.36E-11
-0.306011,3.96E-10
-0.308655,2.40E-11
-0.311286,3.96E-10
-0.313903,2.44E-11
-0.316507,3.96E-10
-0.319099,2.48E-11
-0.321677,3.97E-10
-0.324242,2.52E-11
-0.326794,3.97E-10
-0.329334,2.56E-11
-0.331861,3.98E-10
-0.334375,2.60E-11
-0.336876,3.98E-10
-0.339365,2.64E-11
-0.341841,3.98E-10
-0.344305,2.68E-11
-0.346757,3.99E-10
-0.349196,2.72E-11
-0.351623,3.99E-10
-0.354038,2.76E-11
-0.356441,4.00E-10
-0.358831,2.79E-11
-0.36121,4.00E-10
-0.363576,2.83E-11
-0.365931,4.00E-10
-0.368274,2.87E-11
-0.370605,4.01E-10
-0.372924,2.90E-11
-0.375232,4.01E-10
-0.377528,2.94E-11
-0.379813,4.01E-10
-0.382086,2.97E-11
-0.384347,4.02E-10
-0.386598,3.01E-11
-0.388837,4.02E-10
-0.391065,3.04E-11
-0.393281,4.02E-10
-0.395487,3.08E-11
-0.397681,4.03E-10
-0.399864,3.11E-11
-0.402037,4.03E-10
-0.404198,3.15E-11
-0.406349,4.03E-10
-0.408488,3.18E-11
-0.410617,4.04E-10
-0.412736,3.21E-11
-0.414843,4.04E-10
-0.41694,3.25E-11
-0.419027,4.04E-10
-0.421103,3.28E-11
-0.423169,4.05E-10
-0.425224,3.31E-11
-0.427269,4.05E-10
-0.429303,3.34E-11
-0.431328,4.05E-10
-0.433342,3.37E-11
-0.435346,4.06E-10
-0.43734,3.40E-11
-0.439324,4.06E-10
-0.441298,3.44E-11
-0.443262,4.06E-10
-0.445217,3.47E-11
-0.447161,4.07E-10
-0.449096,3.50E-11
-0.451021,4.07E-10
-0.452936,3.53E-11
-0.454842,4.07E-10
-0.456738,3.56E-11
-0.458624,4.07E-10
-0.460501,3.59E-11
-0.462369,4.08E-10
-0.464227,3.61E-11
-0.466076,4.08E-10
-0.467916,3.64E-11
-0.469746,4.08E-10
-0.471567,3.67E-11
-0.473379,4.09E-10
-0.475182,3.70E-11
-0.476976,4.09E-10
-0.478761,3.73E-11
-0.480537,4.09E-10
-0.482304,3.75E-11
-0.484062,4.09E-10
-0.485811,3.78E-11
-0.487552,4.10E-10
-0.489283,3.81E-11
-0.491006,4.10E-10
-0.492721,3.84E-11
-0.494426,4.10E-10
-0.496124,3.86E-11
-0.497812,4.11E-10
-0.499492,3.89E-11
-0.501164,4.11E-10
-0.502827,3.91E-11
-0.504482,4.11E-10
-0.506129,3.94E-11
-0.507767,4.11E-10
-0.509397,3.97E-11
-0.511019,4.12E-10
-0.512633,3.99E-11
-0.514239,4.12E-10
-0.515836,4.02E-11
-0.517426,4.12E-10
-0.519008,4.04E-11
