0.0953158,3.56566e-10,0.00468423,-3.56566e-10
0.0906551,7.27593e-13,0.00466069,3.55838e-10
0.0860178,3.5729e-10,0.00463727,-3.56562e-10
0.0814038,1.44785e-12,0.00461397,3.55842e-10
0.0768131,3.58006e-10,0.00459078,-3.56558e-10
0.0722454,2.16078e-12,0.00456771,3.55845e-10
0.0677006,3.58716e-10,0.00454476,-3.56555e-10
0.0631787,2.86664e-12,0.00452192,3.55849e-10
0.0586795,3.59418e-10,0.0044992,-3.56551e-10
0.0542029,3.56541e-12,0.00447659,3.55853e-10
0.0497488,3.60114e-10,0.00445409,-3.56548e-10
0.0453171,4.25719e-12,0.00443171,3.55856e-10
0.0409077,3.60802e-10,0.00440944,-3.56545e-10
0.0365204,4.9421e-12,0.00438728,3.5586e-10
0.0321551,3.61483e-10,0.00436523,-3.56541e-10
0.0278118,5.6201e-12,0.0043433,3.55863e-10
0.0234904,3.62158e-10,0.00432147,-3.56538e-10
0.0191906,6.29135e-12,0.00429976,3.55866e-10
0.0149125,3.62826e-10,0.00427815,-3.56534e-10
0.0106558,6.95585e-12,0.00425665,3.5587e-10
0.00642055,3.63487e-10,0.00423526,-3.56531e-10
0.00220657,7.61363e-12,0.00421398,3.55873e-10
-0.00198624,3.64141e-10,0.0041928,-3.56528e-10
-0.00615797,8.26483e-12,0.00417173,3.55876e-10
-0.0103087,3.64789e-10,0.00415077,-3.56524e-10
-0.0144387,8.90953e-12,0.00412991,3.5588e-10
-0.0185478,3.65431e-10,0.00410916,-3.56521e-10
-0.0226363,9.54771e-12,0.00408851,3.55883e-10
-0.0267043,3.66066e-10,0.00406796,-3.56518e-10
-0.0307518,1.01795e-11,0.00404752,3.55886e-10
-0.034779,3.66694e-10,0.00402718,-3.56515e-10
-0.0387859,1.0805e-11,0.00400695,3.55889e-10
-0.0427728,3.67317e-10,0.00398681,-3.56512e-10
-0.0467395,1.14243e-11,0.00396678,3.55892e-10
-0.0506864,3.67933e-10,0.00394684,-3.56509e-10
-0.0546134,1.20373e-11,0.00392701,3.55895e-10
-0.0585207,3.68543e-10,0.00390728,-3.56505e-10
-0.0624083,1.26442e-11,0.00388764,3.55898e-10
-0.0662764,3.69147e-10,0.00386811,-3.56502e-10
-0.0701251,1.3245e-11,0.00384867,3.55902e-10
-0.0739544,3.69744e-10,0.00382933,-3.56499e-10
-0.0777645,1.38398e-11,0.00381009,3.55905e-10
-0.0815554,3.70336e-10,0.00379094,-3.56496e-10
-0.0853273,1.44286e-11,0.00377189,3.55907e-10
-0.0890802,3.70922e-10,0.00375293,-3.56493e-10
-0.0928143,1.50115e-11,0.00373408,3.5591e-10
-0.0965296,3.71502e-10,0.00371531,-3.5649e-10
-0.100226,1.55886e-11,0.00369664,3.55913e-10
-0.103904,3.72076e-10,0.00367807,-3.56487e-10
-0.107564,1.616e-11,0.00365958,3.55916e-10
-0.111205,3.72644e-10,0.00364119,-3.56484e-10
-0.114828,1.67255e-11,0.0036229,3.55919e-10
-0.118433,3.73207e-10,0.00360469,-3.56481e-10
-0.122019,1.72854e-11,0.00358658,3.55921e-10
-0.125588,3.73764e-10,0.00356855,-3.56479e-10
-0.129138,1.78397e-11,0.00355062,3.55924e-10
-0.132671,3.74315e-10,0.00353278,-3.56476e-10
-0.136186,1.83884e-11,0.00351503,3.55927e-10
-0.139684,3.74861e-10,0.00349736,-3.56473e-10
-0.143163,1.89316e-11,0.00347979,3.5593e-10
-0.146626,3.75402e-10,0.0034623,-3.5647e-10
-0.150071,1.94694e-11,0.0034449,3.55932e-10
-0.153498,3.75937e-10,0.00342759,-3.56467e-10
-0.156909,2.00017e-11,0.00341037,3.55935e-10
-0.160302,3.76467e-10,0.00339323,-3.56465e-10
-0.163678,2.05288e-11,0.00337618,3.55938e-10
-0.167037,3.76991e-10,0.00335921,-3.56462e-10
-0.17038,2.10505e-11,0.00334233,3.5594e-10
-0.173705,3.7751e-10,0.00332554,-3.56459e-10
-0.177014,2.15671e-11,0.00330883,3.55943e-10
-0.180306,3.78024e-10,0.0032922,-3.56457e-10
-0.183582,2.20785e-11,0.00327565,3.55945e-10
-0.186841,3.78533e-10,0.00325919,-3.56454e-10
-0.190084,2.25847e-11,0.00324282,3.55948e-10
-0.19331,3.79036e-10,0.00322652,-3.56452e-10
-0.196521,2.30859e-11,0.00321031,3.5595e-10
-0.199715,3.79535e-10,0.00319417,-3.56449e-10
-0.202893,2.3582e-11,0.00317812,3.55953e-10
-0.206055,3.80028e-10,0.00316215,-3.56447e-10
-0.209201,2.40731e-11,0.00314626,3.55955e-10
-0.212332,3.80517e-10,0.00313045,-3.56444e-10
-0.215446,2.45592e-11,0.00311472,3.55958e-10
-0.218546,3.81001e-10,0.00309907,-3.56442e-10
