   0.988621,    0.988627,    0.988636,    0.988648,    0.988665,    0.988688,    0.988721,    0.988767,     0.98883,    0.988918,     0.98904,    0.989207,    0.989435,    0.989743,    0.990153,     0.99069,    0.991375,    0.992221,    0.993224,    0.994345,    0.995516,    0.996636,    0.997607,    0.998361,    0.998885,    0.999212,    0.999396,    0.999487,    0.999526,    0.999548,    0.999573,    0.999609,    0.999651,    0.999691,    0.999724,    0.999751,    0.999772,    0.999787,    0.999798,    0.999806,    0.999811,    0.999816,    0.999819,    0.999821,    0.999822,    0.999823,    0.999824,    0.999825,    0.999825,    0.999825,    0.999825,    0.999825,    0.999825,    0.999825,    0.999825,    0.999824,    0.999824,    0.999824,    0.999823,    0.999823,    0.999822,    0.999821,     0.99982,    0.999819,    0.999817,    0.999816,    0.999814,    0.999811,    0.999808,    0.999805,    0.999801,    0.999796,    0.999791,    0.999784,    0.999775,    0.999765,    0.999753,    0.999738,     0.99972,    0.999698,    0.999669,    0.999634,    0.999589,    0.999532,    0.999458,    0.999361,    0.999234,    0.999065,    0.998838,    0.998531,    0.998115,    0.997548,    0.996777,    0.995732,     0.99433,    0.992474,    0.990061,    0.986999,    0.983227,    0.978742;
   0.988618,    0.988622,    0.988629,    0.988638,    0.988651,     0.98867,    0.988695,    0.988731,     0.98878,    0.988849,    0.988944,    0.989074,    0.989253,    0.989497,    0.989823,    0.990256,    0.990817,    0.991526,    0.992391,    0.993399,    0.994506,    0.995637,    0.996694,    0.997589,     0.99827,    0.998736,    0.999022,    0.999183,     0.99927,    0.999332,    0.999398,    0.999476,    0.999554,    0.999624,    0.999679,     0.99972,    0.999751,    0.999772,    0.999788,    0.999799,    0.999807,    0.999812,    0.999816,    0.999819,    0.999821,    0.999822,    0.999823,    0.999824,    0.999824,    0.999825,    0.999825,    0.999825,    0.999825,    0.999825,    0.999824,    0.999824,    0.999823,    0.999823,    0.999822,    0.999822,    0.999821,     0.99982,    0.999818,    0.999817,    0.999815,    0.999813,    0.999811,    0.999808,    0.999804,      0.9998,    0.999795,    0.999789,    0.999782,    0.999774,    0.999763,     0.99975,    0.999735,    0.999716,    0.999692,    0.999663,    0.999626,    0.999579,    0.999518,     0.99944,    0.999338,    0.999203,    0.999023,    0.998782,    0.998456,    0.998012,    0.997408,    0.996586,    0.995474,    0.993985,    0.992019,    0.989474,     0.98626,    0.982322,     0.97767,    0.972402;
   0.988615,    0.988619,    0.988624,    0.988631,    0.988641,    0.988655,    0.988675,    0.988703,    0.988741,    0.988794,    0.988868,     0.98897,     0.98911,    0.989301,    0.989559,    0.989903,    0.990356,    0.990937,    0.991662,    0.992534,    0.993531,    0.994603,    0.995671,    0.996646,     0.99745,    0.998048,    0.998449,    0.998695,    0.998849,    0.998973,    0.999108,    0.999258,    0.999402,    0.999521,    0.999612,    0.999676,    0.999721,    0.999752,    0.999774,    0.999789,      0.9998,    0.999808,    0.999813,    0.999817,    0.999819,    0.999821,    0.999822,    0.999823,    0.999824,    0.999824,    0.999824,    0.999824,    0.999824,    0.999824,    0.999824,    0.999823,    0.999823,    0.999822,    0.999821,     0.99982,    0.999819,    0.999818,    0.999817,    0.999815,    0.999813,     0.99981,    0.999807,    0.999804,    0.999799,    0.999794,    0.999788,    0.999781,    0.999772,    0.999761,    0.999748,    0.999731,    0.999711,    0.999687,    0.999656,    0.999617,    0.999567,    0.999504,    0.999421,    0.999313,     0.99917,    0.998979,    0.998723,    0.998375,    0.997902,    0.997258,    0.996382,      0.9952,    0.993619,    0.991539,    0.988856,    0.985486,     0.98138,     0.97656,    0.971144,    0.965365;
   0.988613,    0.988616,     0.98862,    0.988625,    0.988633,    0.988644,    0.988659,    0.988681,    0.988711,    0.988752,    0.988809,    0.988888,    0.988997,    0.989146,    0.989349,     0.98962,     0.98998,    0.990447,    0.991041,    0.991771,    0.992632,    0.993595,    0.994604,     0.99558,    0.996443,     0.99713,    0.997624,    0.997949,    0.998173,    0.998378,    0.998621,    0.998894,    0.999152,    0.999359,    0.999508,     0.99961,    0.999679,    0.999725,    0.999756,    0.999777,    0.999791,    0.999802,    0.999809,    0.999814,    0.999817,     0.99982,    0.999821,    0.999822,    0.999823,    0.999824,    0.999824,    0.999824,    0.999824,    0.999823,    0.999823,    0.999823,    0.999822,    0.999821,     0.99982,    0.999819,    0.999818,    0.999816,    0.999814,    0.999812,     0.99981,    0.999806,    0.999803,    0.999798,    0.999793,    0.999787,    0.999779,     0.99977,    0.999758,    0.999745,    0.999728,    0.999707,    0.999681,    0.999649,    0.999608,    0.999556,    0.999488,    0.999401,    0.999287,    0.999135,    0.998933,     0.99866,    0.998289,    0.997785,    0.997098,    0.996166,    0.994908,    0.993231,    0.991031,    0.988207,    0.984676,      0.9804,    0.975413,    0.969851,    0.963968,    0.958144;
   0.988611,    0.988613,    0.988617,    0.988621,    0.988627,    0.988635,    0.988647,    0.988664,    0.988687,    0.988719,    0.988763,    0.988825,    0.988909,    0.989025,    0.989182,    0.989395,    0.989677,    0.990048,    0.990524,    0.991118,    0.991834,    0.992659,    0.993554,    0.994459,    0.995298,       0.996,    0.996523,    0.996877,    0.997135,    0.997414,    0.997802,    0.998276,    0.998732,    0.999093,    0.999345,    0.999511,    0.999617,    0.999685,     0.99973,     0.99976,     0.99978,    0.999794,    0.999803,     0.99981,    0.999814,    0.999817,     0.99982,    0.999821,    0.999822,    0.999823,    0.999823,    0.999823,    0.999823,    0.999823,    0.999822,    0.999822,    0.999821,     0.99982,    0.999819,    0.999817,    0.999816,    0.999814,    0.999812,    0.999809,    0.999806,    0.999802,    0.999797,    0.999792,    0.999785,    0.999777,    0.999767,    0.999756,    0.999741,    0.999724,    0.999702,    0.999675,    0.999641,    0.999598,    0.999543,    0.999472,     0.99938,    0.999259,    0.999098,    0.998883,    0.998592,    0.998198,     0.99766,    0.996928,    0.995935,    0.994598,     0.99282,    0.990496,    0.987525,    0.983829,    0.979381,     0.97423,    0.968526,    0.962545,    0.956684,     0.95145;
    0.98861,    0.988612,    0.988614,    0.988617,    0.988622,    0.988629,    0.988638,    0.988651,    0.988669,    0.988693,    0.988728,    0.988775,     0.98884,     0.98893,    0.989052,    0.989216,    0.989436,    0.989726,      0.9901,    0.990572,    0.991149,    0.991825,    0.992575,    0.993353,    0.994091,    0.994716,    0.995171,     0.99545,    0.995639,    0.995917,    0.996451,    0.997218,    0.998009,    0.998644,    0.999079,    0.999354,    0.999524,    0.999628,    0.999694,    0.999736,    0.999764,    0.999783,    0.999796,    0.999804,    0.999811,    0.999815,    0.999818,     0.99982,    0.999821,    0.999822,    0.999822,    0.999822,    0.999822,    0.999822,    0.999821,    0.999821,     0.99982,    0.999818,    0.999817,    0.999815,    0.999813,    0.999811,    0.999808,    0.999805,    0.999801,    0.999796,     0.99979,    0.999784,    0.999775,    0.999765,    0.999753,    0.999738,     0.99972,    0.999697,    0.999669,    0.999633,    0.999588,     0.99953,    0.999455,    0.999358,     0.99923,    0.999059,     0.99883,    0.998521,      0.9981,    0.997527,    0.996747,     0.99569,    0.994269,    0.992385,    0.989931,    0.986808,    0.982946,    0.978324,    0.973009,    0.967169,    0.961098,    0.955211,    0.950026,    0.946118;
   0.988609,     0.98861,    0.988612,    0.988615,    0.988618,    0.988624,    0.988631,     0.98864,    0.988654,    0.988673,      0.9887,    0.988736,    0.988787,    0.988856,    0.988949,    0.989076,    0.989246,    0.989469,    0.989759,    0.990126,    0.990576,    0.991108,    0.991703,    0.992321,    0.992901,    0.993366,    0.993643,    0.993705,    0.993642,    0.993728,    0.994305,    0.995431,    0.996751,    0.997865,     0.99863,    0.999101,    0.999378,    0.999542,    0.999641,    0.999703,    0.999743,    0.999768,    0.999786,    0.999798,    0.999806,    0.999811,    0.999815,    0.999818,    0.999819,     0.99982,    0.999821,    0.999821,    0.999821,    0.999821,     0.99982,    0.999819,    0.999818,    0.999817,    0.999815,    0.999813,    0.999811,    0.999808,    0.999804,      0.9998,    0.999795,    0.999789,    0.999782,    0.999773,    0.999763,     0.99975,    0.999735,    0.999715,    0.999692,    0.999662,    0.999625,    0.999577,    0.999516,    0.999438,    0.999335,    0.999199,    0.999017,    0.998774,    0.998444,    0.997996,    0.997385,    0.996554,    0.995429,     0.99392,    0.991925,    0.989336,    0.986058,    0.982024,    0.977229,    0.971752,    0.965781,    0.959629,    0.953726,    0.948602,    0.944834,    0.942979;
   0.988608,    0.988609,    0.988611,    0.988613,    0.988616,    0.988619,    0.988625,    0.988633,    0.988643,    0.988658,    0.988678,    0.988706,    0.988745,    0.988798,     0.98887,    0.988967,    0.989096,    0.989267,    0.989487,    0.989766,    0.990108,    0.990509,    0.990953,    0.991403,    0.991796,    0.992046,    0.992052,    0.991748,    0.991198,    0.990768,    0.991087,    0.992504,    0.994571,     0.99649,    0.997847,    0.998673,    0.999144,     0.99941,    0.999564,    0.999655,    0.999712,    0.999749,    0.999773,    0.999789,    0.999799,    0.999807,    0.999812,    0.999815,    0.999817,    0.999819,     0.99982,     0.99982,     0.99982,    0.999819,    0.999819,    0.999817,    0.999816,    0.999814,    0.999812,     0.99981,    0.999807,    0.999803,    0.999799,    0.999794,    0.999788,     0.99978,    0.999771,     0.99976,    0.999747,    0.999731,    0.999711,    0.999686,    0.999655,    0.999616,    0.999566,    0.999502,    0.999419,     0.99931,    0.999166,    0.998973,    0.998714,    0.998363,    0.997885,    0.997234,    0.996349,    0.995152,     0.99355,    0.991438,     0.98871,    0.985271,    0.981064,    0.976095,    0.970459,    0.964363,    0.958138,    0.952231,     0.94718,    0.943563,     0.94193,    0.942696;
   0.988608,    0.988609,     0.98861,    0.988611,    0.988613,    0.988616,     0.98862,    0.988626,    0.988634,    0.988646,    0.988661,    0.988683,    0.988713,    0.988753,    0.988808,    0.988881,    0.988979,    0.989108,    0.989273,     0.98948,    0.989732,    0.990021,     0.99033,     0.99062,    0.990822,    0.990834,    0.990519,    0.989738,    0.988473,    0.987107,    0.986614,    0.987959,    0.990885,    0.994054,    0.996451,    0.997928,    0.998751,    0.999198,    0.999445,    0.999586,    0.999669,    0.999721,    0.999754,    0.999776,    0.999791,    0.999801,    0.999807,    0.999812,    0.999815,    0.999817,    0.999818,    0.999818,    0.999818,    0.999818,    0.999817,    0.999815,    0.999814,    0.999812,    0.999809,    0.999806,    0.999802,    0.999798,    0.999793,    0.999786,    0.999779,    0.999769,    0.999758,    0.999744,    0.999727,    0.999706,     0.99968,    0.999648,    0.999606,    0.999554,    0.999486,    0.999399,    0.999283,     0.99913,    0.998926,     0.99865,    0.998276,    0.997767,    0.997073,     0.99613,    0.994857,    0.993157,    0.990924,    0.988051,    0.984448,    0.980066,    0.974923,    0.969131,    0.962916,    0.956628,    0.950728,    0.945761,    0.942306,    0.940903,    0.941948,    0.945577;
   0.988607,    0.988608,    0.988609,     0.98861,    0.988612,    0.988614,    0.988617,    0.988622,    0.988628,    0.988636,    0.988648,    0.988665,    0.988687,    0.988718,     0.98876,    0.988815,    0.988888,    0.988984,    0.989105,    0.989256,    0.989434,    0.989631,    0.989826,    0.989975,    0.990002,    0.989786,    0.989142,    0.987841,     0.98571,    0.983004,    0.980943,    0.981398,    0.984934,    0.989811,    0.993939,    0.996594,    0.998071,    0.998847,    0.999257,     0.99948,    0.999607,    0.999682,     0.99973,     0.99976,     0.99978,    0.999793,    0.999802,    0.999808,    0.999812,    0.999814,    0.999815,    0.999816,    0.999816,    0.999815,    0.999814,    0.999813,    0.999811,    0.999808,    0.999805,    0.999801,    0.999797,    0.999791,    0.999785,    0.999777,    0.999767,    0.999755,    0.999741,    0.999723,    0.999701,    0.999674,     0.99964,    0.999597,    0.999541,     0.99947,    0.999377,    0.999255,    0.999093,    0.998876,    0.998583,    0.998184,    0.997641,    0.996901,    0.995897,    0.994543,    0.992741,    0.990382,    0.987359,    0.983588,    0.979029,    0.973712,    0.967768,    0.961443,    0.955101,    0.949218,    0.944347,    0.941065,    0.939901,     0.94123,    0.945158,    0.951419;
