 0.973875,  0.979491,  0.984439,  0.988544,   0.99176,  0.994154,  0.995862,  0.997046,  0.997851,  0.998395,  0.998765,  0.999017,  0.999193,  0.999317,  0.999405,  0.999469,  0.999514,  0.999546,  0.999566,  0.999576,  0.999576,  0.999565,   0.99954,  0.999499,  0.999437,  0.999345,  0.999216,  0.999038,  0.998799,  0.998491,  0.998117,  0.997692,  0.997253,  0.996852,  0.996538,  0.996351,    0.9963,  0.996368,  0.996521,  0.996716,  0.996911,  0.997074,  0.997175,  0.997188,  0.997082,   0.99681,  0.996303,  0.995444,  0.994062,  0.991919,  0.988741,  0.984313,  0.978609,  0.971907,  0.964751,  0.957791,  0.951567,  0.946396,  0.942357,  0.939366,  0.937246,  0.935799,  0.934835,  0.934191,  0.933734,  0.933353,  0.932955,  0.932455,  0.931768,  0.930799,  0.929436,  0.927533,  0.924897,  0.921264,  0.916267,  0.909394,  0.899921,  0.886835,  0.868746,  0.843831,  0.809913,  0.764848,  0.707409,  0.638555,  0.562348,  0.485399,  0.414669,  0.355099,  0.308697,  0.275165,  0.253087,  0.240863,    0.2372,  0.241267,  0.252677,  0.271387,  0.297534,  0.331229,  0.372294;
 0.969415,  0.975351,  0.980813,  0.985549,  0.989419,  0.992408,  0.994607,  0.996164,  0.997237,  0.997966,  0.998459,  0.998793,  0.999022,   0.99918,  0.999291,  0.999367,   0.99942,  0.999453,  0.999471,  0.999475,  0.999463,  0.999435,  0.999387,  0.999311,    0.9992,  0.999039,  0.998811,  0.998494,  0.998067,  0.997516,  0.996845,  0.996092,   0.99533,   0.99466,   0.99418,  0.993953,  0.993987,  0.994237,  0.994628,  0.995078,  0.995518,  0.995894,  0.996172,  0.996323,  0.996318,  0.996116,  0.995651,  0.994813,  0.993434,  0.991279,  0.988079,  0.983608,  0.977832,  0.971018,  0.963718,  0.956603,  0.950247,  0.944986,  0.940913,  0.937935,  0.935867,  0.934494,  0.933615,  0.933054,  0.932669,   0.93234,  0.931969,  0.931461,  0.930724,  0.929651,  0.928113,  0.925942,  0.922915,  0.918721,  0.912932,  0.904942,  0.893903,   0.87864,  0.857572,  0.828717,  0.789901,  0.739375,  0.676913,  0.604993,  0.529058,  0.456079,  0.392106,  0.340578,  0.302276,  0.276321,  0.261259,  0.255742,  0.258819,  0.269974,  0.289034,  0.315993,  0.350779,  0.392979,  0.441584;
 0.964863,  0.970948,  0.976786,  0.982075,   0.98659,  0.990224,  0.992994,   0.99501,  0.996427,    0.9974,  0.998059,  0.998505,  0.998807,  0.999013,  0.999153,  0.999249,  0.999311,  0.999348,  0.999364,  0.999359,  0.999334,  0.999283,  0.999202,  0.999077,  0.998894,  0.998628,  0.998247,  0.997711,  0.996976,  0.996016,  0.994836,  0.993509,  0.992176,  0.991029,  0.990252,  0.989957,  0.990146,  0.990724,  0.991543,  0.992449,  0.993319,  0.994069,  0.994651,  0.995038,  0.995207,  0.995124,  0.994733,  0.993929,  0.992552,  0.990373,  0.987122,  0.982572,  0.976682,  0.969716,   0.96224,  0.954953,   0.94846,  0.943123,  0.939038,  0.936106,  0.934126,  0.932865,  0.932106,   0.93166,  0.931373,  0.931119,  0.930789,  0.930283,  0.929496,   0.92831,  0.926577,  0.924104,   0.92063,  0.915794,  0.909092,  0.899816,  0.886981,   0.86924,  0.844842,  0.811724,  0.767895,  0.712295,  0.645974,  0.572915,  0.499459,   0.43225,  0.376055,  0.332932,  0.302801,  0.284536,  0.276826,  0.278629,  0.289297,  0.308506,  0.336079,  0.371731,  0.414785,  0.463943,  0.517199;
 0.960342,  0.966405,  0.972453,  0.978171,  0.983272,  0.987558,  0.990958,  0.993518,  0.995363,  0.996652,  0.997533,  0.998129,  0.998531,  0.998803,  0.998986,  0.999107,  0.999185,  0.999228,  0.999242,  0.999229,  0.999186,  0.999107,  0.998983,  0.998793,  0.998512,  0.998097,  0.997491,  0.996621,  0.995408,  0.993792,  0.991778,  0.989485,   0.98717,  0.985183,  0.983863,  0.983416,  0.983845,  0.984971,  0.986517,  0.988204,  0.989812,  0.991203,  0.992307,  0.993096,  0.993561,  0.993683,  0.993421,  0.992683,  0.991318,  0.989103,  0.985773,  0.981102,  0.975048,  0.967883,  0.960192,  0.952711,  0.946081,  0.940683,  0.936619,  0.933777,  0.931933,  0.930833,  0.930239,  0.929949,  0.929796,  0.929645,  0.929378,  0.928885,  0.928052,  0.926745,  0.924796,  0.921982,  0.918001,  0.912432,  0.904687,  0.893944,   0.87907,  0.858556,  0.830527,  0.792965,  0.744302,  0.684458,  0.615906,  0.543868,  0.474957,  0.414947,  0.367231,  0.332769,  0.310982,  0.300734,  0.300948,  0.310851,  0.329957,  0.357888,  0.394117,  0.437686,  0.487004,  0.539829,  0.593507;
 0.955962,  0.961846,  0.967931,   0.97392,  0.979497,  0.984395,  0.988449,   0.99162,   0.99398,  0.995666,  0.996837,  0.997635,  0.998173,  0.998535,  0.998777,  0.998935,  0.999034,  0.999087,  0.999102,   0.99908,  0.999017,  0.998906,  0.998727,  0.998454,  0.998043,  0.997426,  0.996507,  0.995159,  0.993237,  0.990623,  0.987304,  0.983464,   0.97953,  0.976111,  0.973811,  0.973009,  0.973735,   0.97569,  0.978397,  0.981363,  0.984199,  0.986664,  0.988646,  0.990114,   0.99108,  0.991553,  0.991517,  0.990904,  0.989576,  0.987323,  0.983887,  0.979049,  0.972774,  0.965352,  0.957403,  0.949704,  0.942938,  0.937507,  0.933511,  0.930816,  0.929171,  0.928296,  0.927929,  0.927848,  0.927875,  0.927864,  0.927687,  0.927226,  0.926354,   0.92492,  0.922733,  0.919538,  0.914985,  0.908585,  0.899657,  0.887258,  0.870108,  0.846562,  0.814706,  0.772748,  0.719812,  0.657026,  0.588226,  0.519401,  0.456823,  0.405089,  0.366357,  0.340831,  0.327722,   0.32601,   0.33483,  0.353525,  0.381497,  0.417952,  0.461637,  0.510678,  0.562635,  0.614791,  0.664603;
 0.951811,  0.957388,  0.963345,   0.96943,  0.975335,  0.980753,  0.985438,  0.989258,  0.992207,  0.994379,  0.995918,  0.996982,  0.997704,  0.998189,  0.998511,  0.998722,  0.998852,  0.998921,   0.99894,  0.998909,  0.998825,  0.998674,  0.998432,  0.998056,  0.997481,  0.996601,  0.995264,  0.993258,  0.990337,   0.98628,  0.981027,  0.974834,  0.968373,  0.962634,  0.958637,  0.957063,  0.958031,  0.961107,  0.965526,  0.970465,  0.975253,  0.979461,  0.982885,  0.985482,  0.987287,  0.988356,  0.988714,  0.988329,  0.987094,  0.984817,  0.981255,  0.976201,  0.969641,  0.961897,  0.953638,  0.945698,  0.938804,  0.933382,  0.929518,   0.92705,  0.925692,  0.925127,  0.925065,  0.925265,  0.925532,  0.925708,  0.925659,  0.925255,  0.924355,  0.922792,  0.920348,  0.916731,  0.911537,  0.904205,  0.893954,  0.879715,  0.860079,  0.833321,   0.79762,   0.75163,   0.69542,  0.631418,  0.564543,  0.500976,  0.446183,  0.403534,  0.374217,  0.357988,  0.354017,  0.361401,  0.379324,  0.406955,   0.44322,  0.486567,  0.534862,  0.585504,  0.635768,  0.683244,  0.726186;
 0.947953,  0.953127,  0.958816,  0.964827,  0.970888,  0.976688,  0.981928,  0.986392,  0.989981,  0.992718,  0.994713,  0.996118,  0.997083,  0.997734,  0.998168,  0.998451,  0.998626,   0.99872,  0.998747,  0.998711,  0.998604,  0.998409,  0.998092,  0.997593,  0.996816,  0.995606,  0.993729,  0.990857,  0.986589,  0.980547,  0.972577,  0.963013,  0.952839,  0.943576,  0.936835,  0.933763,  0.934677,  0.939039,  0.945739,  0.953497,  0.961205,   0.96811,  0.973826,  0.978248,  0.981434,  0.983495,  0.984525,  0.984553,  0.983516,  0.981258,   0.97756,  0.972245,  0.965331,  0.957193,   0.94857,  0.940369,  0.933372,  0.928021,  0.924382,  0.922254,    0.9213,  0.921159,  0.921508,  0.922081,  0.922667,  0.923096,  0.923225,  0.922912,  0.922004,  0.920313,  0.917596,  0.913517,  0.907617,  0.899254,  0.887546,  0.871309,  0.849041,  0.819028,  0.779717,  0.730447,  0.672404,  0.609217,  0.546439,  0.489909,  0.444042,  0.411113,  0.391627,  0.385098,  0.390676,  0.407421,  0.434272,  0.469873,  0.512384,  0.559437,  0.608322,  0.656348,  0.701265,  0.741545,  0.776446;
 0.944427,  0.949137,  0.954449,  0.960233,  0.966275,   0.97229,  0.977963,  0.983013,  0.987252,  0.990614,  0.993148,  0.994979,   0.99626,  0.997134,   0.99772,  0.998103,  0.998341,  0.998472,  0.998515,  0.998476,  0.998346,  0.998102,  0.997699,  0.997055,  0.996035,  0.994421,  0.991872,    0.9879,  0.981892,  0.973243,  0.961655,  0.947539,   0.93227,  0.918036,   0.90721,  0.901571,  0.901769,  0.907258,  0.916603,  0.927991,  0.939725,  0.950544,  0.959719,  0.966983,  0.972369,  0.976046,  0.978198,  0.978943,  0.978294,  0.976148,  0.972336,  0.966723,  0.959386,   0.95078,   0.94174,  0.933272,  0.926219,  0.921036,  0.917758,  0.916125,  0.915735,  0.916174,  0.917076,  0.918146,  0.919156,  0.919924,  0.920297,  0.920124,  0.919238,  0.917431,   0.91443,  0.909856,  0.903189,  0.893707,  0.880433,  0.862094,  0.837158,  0.804055,  0.761698,  0.710317,  0.652253,  0.592048,  0.535375,  0.487342,  0.451276,  0.428573,  0.419269,  0.422685,  0.437817,  0.463403,   0.49782,  0.538962,  0.584272,  0.630972,  0.676449,  0.718624,  0.756174,  0.788529,  0.815722;
 0.941251,  0.945467,  0.950327,  0.955763,  0.961623,  0.967674,  0.973618,  0.979145,  0.983994,  0.988007,  0.991149,  0.993493,  0.995172,  0.996338,  0.997127,  0.997647,  0.997975,   0.99816,  0.998229,  0.998192,   0.99804,  0.997743,  0.997242,   0.99643,  0.995124,  0.993025,  0.989658,  0.984332,  0.976156,  0.964231,  0.948068,  0.928165,  0.906375,  0.885674,  0.869315,  0.859801,   0.85823,   0.86418,  0.876022,  0.891472,  0.908176,  0.924188,  0.938225,  0.949668,  0.958408,  0.964625,  0.968591,  0.970542,  0.970595,  0.968742,  0.964884,  0.958961,  0.951143,  0.941999,  0.932504,  0.923787,  0.916765,    0.9119,  0.909179,  0.908259,  0.908657,  0.909887,  0.911533,  0.913266,   0.91484,  0.916062,  0.916769,  0.916804,  0.915985,  0.914086,  0.910801,   0.90571,  0.898231,  0.887569,  0.872668,  0.852213,   0.82474,  0.788983,  0.744521,  0.692588,  0.636549,   0.58144,  0.532596,  0.494187,   0.46855,  0.456386,  0.457335,  0.470421,  0.494233,  0.526918,  0.566147,   0.60922,   0.65334,  0.695997,  0.735288,  0.770072,   0.79992,  0.824939,  0.845567;
 0.938425,  0.942141,  0.946507,  0.951506,   0.95705,  0.962966,  0.969002,  0.974854,  0.980218,  0.984858,  0.988646,  0.991578,  0.993743,  0.995281,   0.99634,  0.997046,  0.997497,  0.997758,  0.997868,  0.997842,   0.99767,  0.997316,  0.996705,  0.995698,  0.994059,  0.991387,  0.987047,  0.980095,  0.969306,  0.953425,  0.931752,  0.904916,   0.87535,  0.846915,  0.823766,  0.809108,  0.804486,  0.809708,  0.823161,  0.842312,  0.864277,  0.886389,  0.906612,  0.923728,  0.937263,  0.947265,  0.954037,  0.957925,  0.959183,  0.957927,  0.954172,  0.947976,  0.939643,  0.929916,  0.919954,  0.911049,  0.904208,  0.899892,  0.898011,  0.898115,  0.899609,  0.901921,  0.904569,  0.907191,  0.909518,  0.911348,  0.912512,  0.912847,  0.912162,  0.910213,  0.906664,  0.901054,  0.892746,  0.880886,  0.864377,  0.841929,  0.812273,   0.77462,  0.729364,  0.678729,  0.626811,  0.578692,  0.539033,  0.511015,  0.496098,  0.494378,  0.505023,   0.52656,  0.556967,  0.593751,  0.634123,  0.675311,  0.714924,  0.751231,  0.783245,  0.810641,  0.833572,  0.852473,  0.867895;
